race_id,race_title,race_distance,race_elevation
6216,Syniohora Trail  2023 - Ultra,2960 M+,50 KM
6215,Race Tekapo 2023 - RAIDLIGHT 33K TRAIL RUN,610 M+,32 KM
6214,Dynafit Hardangerjøkulen ULTRA 2023 - Dynafit Hardangerjøkulen Ultra 34 K,1330 M+,34 KM
6213,Trail de Beauvezer 2023 - 35km,1780 M+,35 KM
6212,Quicksilver Endurance Runs 2023 - 50k,2000 M+,50 KM
6208,Trail La Frison Roche 2023 - La Frison Roche 42km,2880 M+,42 KM
6207,Trail Liège Métropole 2023 - 21 km,500 M+,21 KM
6206,Brabantse Vennen Ultra 2023,150 M+,50 KM
6205,Traversée des Dentelles de Montmirail 2023 - Marathon des Dentelles,2050 M+,42 KM
6204,Ultra Trail Cao Bang 2023 - UTCB42,800 M+,42 KM
6203,Thailand Earth Trail Series 2023 2023 - TETS-RYG 50K,1002 M+,50 KM
6202,Val Tho Summit Games 2023 - VT Trail Pursuit 42 km,2340 M+,43.5 KM
6201,Mega Meyboom Trail Brussels (MTB) 2023 - MTB 26km,560 M+,26 KM
6200,AMALPA HEADLANDS 50K 2023 - Tamalpa Headlands 50k,1981 M+,50 KM
6199,Jeju Trail Running  2023 - JEJU TRAIL RUNNING 100k,1593 M+,72 KM
6198,London 2 Brighton Challenge 2023 - London 2 Brighton - Full,1330 M+,100.9 KM
6197,TRES MARIAS ULTRA 2023,3000 M+,50 KM
6196,Transvulcania La Palma Island by UTMB 2023 - Vertical Challenge,250 M+,1.5 KM
6195,Morenic Trail 2023 - MORENIC TRAILAKE 50k,1423 M+,50 KM
6194,Dynafit Hardangerjøkulen ULTRA 2023 - Dynafit Hardangerjøkulen Ultra ALTERNATIVE 35K,1120 M+,35 KM
6193,La Mision Brasil 2023 - La Mision Brasil 50 Km,3500 M+,50 KM
6192,Cocodona 250 2023 - Sedona Canyons 125,5010 M+,203.4 KM
6191,MANTRA116 2023 - MANTRA116 - 30K WELIRANG,2600 M+,36 KM
6190,Pražský Kelt 2023,2642 M+,101.5 KM
6189,Trail Galibier Thabor  2023 - Trail du Galibier,3270 M+,52.4 KM
6188,TRAIL DE LA MIXTECA OAXAQUEÑA 2023,1825 M+,36 KM
6187,Marathon du Mont-Blanc 2023 - 42 Km du Mont-Blanc,2550 M+,43.6 KM
6186,24° Claudia Augusta Altinate Trail 2023 - Claudia Augusta Altinate Sky Race,2200 M+,37.1 KM
6185,Bjelasica Trail 2023 2023 - The Three Lakes Trail -  Trka Tri jezera,2510 M+,45.8 KM
6184,The Big Pilgrimage 2023 - The Big Pilgrimage 54K,512 M+,54.5 KM
6183,Malaysia Action Asia 50 Janda Baik 2023 - 50Km,2080 M+,46.9 KM
6182,Ultra Trail Chic-chocs 2023 - Ultra marathon la traversée,2910 M+,61.7 KM
6181,Trail des 2 Roches 2023 - T2R - 44 km,2000 M+,45 KM
6180,The Gax 100 miles 2023,1510 M+,162.3 KM
6179,Ultra Trilhos Rocha da Pena 2023 - UTRP Trail Ultra,1800 M+,49 KM
6178,Cotswold  Challenge 2023 - Cotswold Challenge - 2nd Half,658 M+,47 KM
6177,Beacons Way Ultra 2023,6310 M+,166.5 KM
6176,Ultra Paine 2023 - Ultra Paine - 50K,1630 M+,50 KM
6175,Transylvania 100 2023 - 100K,6860 M+,102.4 KM
6174,Kanawha Trace Trail Runs 2023 - Kanawha Trace 50K,1470 M+,50 KM
6173,Schlegeis 3000 SKYRACE 2023 - Trailrun,1150 M+,17.2 KM
6172,Jurassic Coast 100 2023 - 50k,1730 M+,47.6 KM
6171,"20° Edición “UT-Tafí” - 2023 2023 - 110K - ""UT-Tafí""",4570 M+,115.5 KM
6170,RUCO 2023 - 55 km rucu,3500 M+,55 KM
6169,Aiguilles Trail de Serre-Ponçon 2023 - Marathon du Lac,2320 M+,37.7 KM
6168,Buila Trail Race 2023 - Curmatura Builei 19K,1250 M+,18.5 KM
6167,Trail des Gombak 2023 - Gombak50,2240 M+,49.7 KM
6166,TOUS AU BERNSTEIN  2023 - 16KDuoMixte,700 M+,16 KM
6165,Trail Oasi Zegna 2023,2000 M+,40 KM
6164,The Trail Challenge Rincón  2023 - The Trail Challenge rincón 5k,100 M+,5 KM
6163,EstrelAçor Ultra Endurance 2023 - 100km,5450 M+,102.6 KM
6162,XV Supermaratona Dell'Etna 2023 - Da zero a tremila,3000 M+,42 KM
6161,Bansalan Trail Series 2: Bansalan Assault 50 2023 - Assault 50KM,3084 M+,50 KM
6160,"16° Edición ""Expedición Conociendo a la Pacha Mama"" - 2023 2023 - 116K Expedición Conociendo la Pacha Mama",5353 M+,116 KM
6159,Untangodo Skyrace 2023 - 2023 Untangodo Skyrace 42K,1910 M+,42 KM
6158,Trail Galibier Thabor  2023 - Trail du Galibier-Thabor,3690 M+,67 KM
6157,Amerongse Berg Ultra  2023 - Amerongse Berg Ultra 50k,756 M+,50 KM
6156,Dalmacija Ultra Trail 2023 - MOUNTAIN DUT,5440 M+,122 KM
6155,TOUS AU BERNSTEIN  2023 - 16Ksolo,700 M+,16 KM
6154,Alameda Trail Madrid 2023 - 33k,1550 M+,33.1 KM
6153,Brighton Trail Weekend 2023 - Brighton Trail Marathon,1000 M+,42.2 KM
6152,The Great Mawla Ghaati Ultra Trail Run 2023 - 50KM मावळा,3020 M+,50 KM
6151,Nesters Market Squamish 50 2023 - 50 Mile,3000 M+,78.5 KM
6150,The Westwind Trail 2023 - The Sweet Journey,5410 M+,124.6 KM
6149,Salt Pans Ultra Marathon 2023 - Salt Pans Ultra 50KM,500 M+,50 KM
6148,Miško trasa Ignalina 2023 - Miško trasa 21KM,680 M+,21.6 KM
6147,Ultrajanosik 2023 - Zbójnicka Śleboda,1100 M+,36 KM
6145,Ultra-Trail® Malopolska 2023 - UTM 105,5580 M+,103.2 KM
6144,Spring Lebanon Mountain Trail Race  2023,2000 M+,50 KM
6143,The Westwind Trail 2023 - The Expert Combo,6640 M+,126.1 KM
6141,TRAIL DU MONT CHAUVE 2023 - LA 1000D,1025 M+,23 KM
6140,Ultra de Gredos 2023 - Maratón de Los Galayos,2198 M+,40 KM
6139,Predeal Forest Run 2023 - K38,2420 M+,38 KM
6138,Trails des Millefonts - Mercantour 2023 - Marathon des Millefonts,3100 M+,42.5 KM
6137,The Westwind Trail 2023 - The Dream Journey,5900 M+,138.5 KM
6136,The Trail Challenge Rincón  2023 - The Trail Challenge rincón 50k,1200 M+,50.8 KM
6135,志賀高原100 2023 - Shiga Kogen - 志賀高原100（40km）,1700 M+,40 KM
6134,La Comblorane 2023 - XL - 42 km,2833 M+,42.6 KM
6133,BigWayRound 2023 - BigWayRound 14 mile,292 M+,23.2 KM
6132,"16° Edición ""Expedición Conociendo a la Pacha Mama"" - 2023 2023 - 160K Expedición Conociendo la Pacha Mama",6560 M+,157 KM
6131,Pomerania Summer Trail 2023 - Pomerania Summer Trail 50,1300 M+,52 KM
6130,Trail EDF Cenis Tour 2023 - Trail rouge,3610 M+,63.3 KM
6129,Tschirgant Skyrun 2023 - TS42,2221 M+,44 KM
6128,BUT VAL FORMAZZA 2023 - Bettelmatt Super Race,2520 M+,40 KM
6127,The Maverick Adidas Terrex X Series South Downs 2023 2023,1131 M+,51 KM
6126,Trail de la grande champagne - Estival 2023 - La caburotte,1890 M+,52.5 KM
6125,Ultra Trail Cao Bang 2023 - UTCB70,1100 M+,67 KM
6124,Chicamocha Canyon Race 2023 - MARATON CHICAMOCHA CANYON RACE,2270 M+,46.1 KM
6123,Phayao Mountain Run 2023 - PYM-50,2895 M+,54 KM
6122,BigSea 2023 - BigSea 50K,1218 M+,50 KM
6121,FunTrails Round Minano 2023 - 50k,2870 M+,53 KM
6120,Trail EDF Cenis Tour 2023 - Trail noir,4720 M+,78.1 KM
6119,Trail des 3 Pics 2023 - 3 PICS XL,3835 M+,56.2 KM
6118,Suffer on Centennial 2023,900 M+,50 KM
6117,The Kauai 50  2023 - The Kauai 50 Miler,915 M+,82 KM
6116,Northants Ultra 2023,1300 M+,55.7 KM
6114,Kodiak Ultra Marathons by UTMB 2023 - 100M,5182 M+,160.9 KM
6113,Trail Drome 2023 - Trail Drôme 21 km,1350 M+,21 KM
6112,Shadow of the giants 2023 - Shadow of the Giants 50k,948 M+,50 KM
6111,South West Coast 50 2023 - DUNSTER CASTLE 10KM,1 M+,10 KM
6068,The Westwind Trail 2023 - The Beginning,3740 M+,64 KM
6064,The Westwind Trail 2023 - The Novice Combo,4000 M+,82.7 KM
6055,Santa Maria Trail 2023 - Santa Maria Trail 25K,2300 M+,25 KM
6051,Devon Coast to Coast 2023 - Devon 100,2880 M+,100 KM
6032,Vadrózsa teljesítménytúra 2023 - 30,975 M+,29.1 KM
6031,GOMERA PARADISE TRAIL 2023 - MARATHON GOMERA PARADISE,3064 M+,43 KM
6030,The RAT 2023 - The Plague (64 miles),1230 M+,102.9 KM
6029,Rinjani 100 2023 - 119 KM,11192 M+,119 KM
6028,Vychodniarska stovka 2023,5610 M+,105 KM
6025,BAGTIT (TRAIL) ULTRA 2023 - BAGTIT 80K,3900 M+,80 KM
6024,Festiwal Maraton Trzech Jezior 2023 - Maraton Trzech Jezior 45,2520 M+,47.1 KM
6022,Ultra Pallars 360 2023 - UP 360,4837 M+,101.4 KM
6021,LES VOSGIRUNNERS TRAILS NATURE 2023 - LA MAC VI,1000 M+,25.1 KM
6019,Trail Galibier Thabor  2023 - Trail du Lac Vert,620 M+,12 KM
6018,Jurassic Coast 100 2023 - 100k,3310 M+,100 KM
6015,BK Trail 2023 - BK21,1659 M+,21 KM
6013,SPEEDGOAT by UTMB 2023 - 21K,1300 M+,21 KM
6012,High Trail Vanoise 2023 - Trail des 6 Cols DUO,3190 M+,41.3 KM
6011,DrewHome Beskidzki Topor 2023,4447 M+,104 KM
6010,Beskydy Trail 2023 - Kam'yanka,625 M+,14 KM
6009,Ultra-Trail Snowdonia by UTMB® 2023 - UTS 100K,6590 M+,104 KM
6008,Hg ULTRA TRAIL Idrija 2023 - Čipka,650 M+,14 KM
6007,Greina Trail 2023 - Val da Camp Trail,980 M+,14.5 KM
6005,XI ADVTRAIL MOLECOR 2023 - ADVTRAIL MOLECOR 10K,950 M+,10.5 KM
6004,Cocodona 250 2023,12012 M+,404.7 KM
6003,Ultra de Gredos 2023 - UTG Relevos 1,1928 M+,48 KM
6002,BigWayRound 2023 - BigWayRound Marathon,652 M+,43.4 KM
6001,LE GRAND TRAIL DE SERRE-PONCON 2023 - LAC ET MONTAGNE,3420 M+,49.1 KM
6000,Assemble trail 2023 - TAEBAEK ASSEMBLE TRAIL 30K,1848 M+,30 KM
5999,Freaky Creeky 2023 - Freaky Creeky 50,2120 M+,49.8 KM
5998,Kailas Perak Ultra 2022 2023 - THE MAJESTIC LENGGONG ULTRA - 30KM,825 M+,30 KM
5997,Syniohora Trail  2023 - Epic,4465 M+,72 KM
5995,VALGROSINA TRAIL 2023 - PERCORSO CORTO,940 M+,11.9 KM
5994,South Coast Ultra 2023 - South Coast Ultra 15K,489 M+,15 KM
5992,Ultra-Trail® Serra Da Freita 2023 - Elite,6110 M+,102 KM
5991,Coastal Classic 2023 - 30km,957 M+,30 KM
5990,Maxi Race Cape Winelands 2023 - Maxi Race 75km,3997 M+,75 KM
5989,Adidas Terrex Skytrail 2023 - 14K,910 M+,15 KM
5986,Luchon Aneto trail 2023 - Oô-Pyrenées,2600 M+,42 KM
5982,Ecotrail Genève 2023 - ECOTRAIL GENEVE 10 KM,70 M+,10 KM
5981,La via di Annibale - Hannibal trail 2023 - Hannibal Sky Race,2425 M+,33.6 KM
5980,UTMS La Primavera 2023 - 16K UTMS La Primavera,490 M+,16.6 KM
5979,"20° Edición “UT-Tafí” - 2023 2023 - 45K - ""Siambón-Tafí""",2450 M+,47.5 KM
5977,WTR Campos do Jordão 2023 - WTR Campos do Jordão - FULL 34K,1498 M+,34 KM
5974,Endure Trail 2023 - Endure Trail 160 km,3470 M+,164 KM
5973,Lake District Challenge 2023 - Lake District - Full 2 Day,2379 M+,100.4 KM
5972,Brooks Outdoor Ultra Trail 2023 - 35K,800 M+,35 KM
5971,Rheinquelle-Trail 2023 - der Marathon,3080 M+,42.7 KM
5970,North Downs 50 2023 - 25KM LOOP - 25km,400 M+,25 KM
5969,Kailas Mount Ophir Ultra 2023 - MOUT 50,3275 M+,50 KM
5968,Lake District Challenge 2023 - Lake  District  - Full,2380 M+,100.4 KM
5967,Canadian Death Race 2023 - Canadian Death Race 118K,4543 M+,117.8 KM
5966,Trail 2 Heaven 2023 - Benasque Trail 2 Heaven,1500 M+,35 KM
5965,Ultra-Trail ITURBIDE 2023 - 100K Ultra-Trail ITURBIDE,4992 M+,101 KM
5964,Pokhara Trail Race Series  2023 - Chasing Sunrise: Methlang Run,1680 M+,25 KM
5963,Ultrajanosik 2023 - Spiska Petla,1600 M+,50 KM
5962,Trail 100 Andorra by UTMB® 2023 - Ultra 105K,6900 M+,105 KM
5961,BigWayRound 2023 - BigWayRound 50K,826 M+,50.9 KM
5960,Okushinano100 2023 - 100K,4680 M+,100.8 KM
5915,Trail Del Monte Soglio 2023 - GIR Vulei,900 M+,16 KM
5914,Trail du petit saint-bernard 2023 - TPSB ULTRA,6200 M+,95 KM
5911,Minoh Monkey Trail Run 2023 - 24k,2130 M+,26 KM
5910,Trailmaster Wadi Degla 2023,118 M+,10 KM
5909,H2 Ultra 2023 - H2 Ultra 50K,550 M+,50 KM
5908,Ultra-Trail® Serra Da Freita 2023 - Mini-Trail,700 M+,15 KM
5907,WUT - Wienerwald Ultra Trail 2023 - SINGLE-WUT,1700 M+,50 KM
5898,CxM RUTE 2023,1950 M+,28 KM
5897,Rialp Matxicots 2023 - RIALP MATXICOTS TRAIL,4350 M+,50.7 KM
5895,Halland Ultra-Beach Trailrun 2023 - HUB 100 Miles,600 M+,162 KM
5894,Trencacims Paüls 2023 - Marxa Trencacims,700 M+,13 KM
5893,Snowdon24 2023 - Snowdon Triple,2895 M+,45.9 KM
5892,La Thuile Trail - Memorial Edo Camardella 2023 - La Thuile Trail - 25km,1500 M+,26.3 KM
5891,Minakami Trail Race 2023 - Minakami Trail Race 100K,6300 M+,121 KM
5890,"MaXi-Race du lac d'Annecy 2023 - Femina Race, le 1/4 de tour du lac d'Annecy 100% femme",950 M+,16.7 KM
5889,ULUDAG PREMIUM ULTRA TRAIL 2023 - UPET30K,1690 M+,29.7 KM
5888,Viki Peaks 2023 - VIKI PEAKS Triple,997 M+,14.4 KM
5886,Centurion North Downs Way 100 2023,3350 M+,167 KM
5887,South Downs 100 K 2023 - South Downs 100 miles,3500 M+,160 KM
5885,Montafon Totale Trail  2023 - Montafon Totale Ultra,4200 M+,47 KM
5884,ULTRA COAHUILA GARMIN 2023 - 163K Ultra Coahuila,9480 M+,163.1 KM
5883,adidas TERREX Chongli 168 Ultra Trail 2023 - TTC,2298 M+,47.3 KM
5882,Trail De La Vallée Des Lacs 2023 -  La Géromée,900 M+,18 KM
5881,U.A.I. Ultramaratona Dos Anjos Internacional 2023 - 470km,10390 M+,470 KM
5880,Thur Trail 2023 - Le Rosseberg,1050 M+,29 KM
5879,Scenic Trail 2023 - K18 Walk & Run,1150 M+,18 KM
5878,WHW & Ben Nevis Race 2023,5110 M+,165.4 KM
5877,Peak District Challenge 2023 - Peak District -1st Half,1270 M+,48 KM
5876,Corvus Trail 2023 - Trail Longo Freguesia de Mouriscas,1030 M+,30 KM
5875,Peak District Challenge 2023 - Bronze Peak District Challenge,1140 M+,51 KM
5874,ATLAS MARATHON 2023 - ULTRA TRAIL GEOPARK M'GOUN,5290 M+,120 KM
5873,Jurassic Coast 100 2023 - 100M,4740 M+,181.8 KM
5872,Chester Ultra 50 2023 - Chester Ultra 100,1540 M+,167 KM
5871,SISKIYOU OUT BACK TRAIL RUN 2023 - 50K,1470 M+,48.1 KM
5870,Dales High Way Ultramarathon 2023,4252 M+,143.3 KM
5869,Trail Du Laudon 2023 - Trail des Charmettes,400 M+,14 KM
5868,Ultra Adelaide 2023 - Ultra Adelaide 50km,1629 M+,50 KM
5867,Nice Côte d’Azur by UTMB® 2023 - Ultra Trail Métropole Nice Côte d’Azur - 100M,8400 M+,165 KM
5866,Jurassic Coast 100 2023 - Jurassic Extinction 120M,5100 M+,192 KM
5865,DUO DE L'HERMITAGE 2023,500 M+,15 KM
5864,Kaiserkrone 2023 - Kaiserkrone Speed Trail,1430 M+,20.6 KM
5863,Hellbender One Hundred 2023,7315 M+,163 KM
5862,The Thames Challenge 2023,629 M+,300 KM
5861,Surf Coast Century 2023 - 50 Km,1186 M+,51.9 KM
5860,Tien Shan Trail Race 2023 - 21 km,650 M+,21 KM
5859,Ultra trail Dinarides 2023 - Initiation race,800 M+,17.8 KM
5858,Wildstrubel by UTMB 2023 - Wild 50,3300 M+,53 KM
5857,Trail du lac de Paladru 2023 - Les hauts du lac - 31 km,890 M+,31 KM
5856,Sörmlands 100 2023 - Sörmlands 100  55km Trail Ultra Marathon,450 M+,55 KM
5855,Montan'Aspe 2023 - la Ronde de Bergout,970 M+,16 KM
5854,Irbis Race 2023 - Talgar Trail,2500 M+,20 KM
5853,Marathon du Mont-Blanc 2023 - Duo étoilé,1570 M+,21.5 KM
5852,Cairns PortDouglas Trail Ultra 2023 - CPTU40,1510 M+,42.7 KM
5851,SkyMarathon Chopok 2023,2685 M+,43.5 KM
5850,TRAIL DES 2 AMANTS 2023 - Decouv'TDA 15,380 M+,15 KM
5849,ENTRELACS RUN AND TRAIL 2023 - TRAIL PERCHE,700 M+,18 KM
5848,Roslagens Ultra 2023,1800 M+,181 KM
5847,Ultra trail des montagnes du Jura 2023 - UTMJ,7150 M+,174.1 KM
5846,Durona Trail 2023 - Durona Trail Twin - Relay 1,1590 M+,19.5 KM
5845,Colmen Trail 2023,1930 M+,33 KM
5844,TNF100 Ultra Trail Challenge Moganshan 2023 - 30km,1672 M+,33.5 KM
5843,Foulées de l'Oppidum 2023 - L'OPPIDUM,309 M+,16 KM
5842,Sulur Vertical 2023 - Fálkinn 18K,530 M+,18.5 KM
5841,Minoh Monkey Trail Run 2023 - 36k,3200 M+,39 KM
5840,Whiterock Ultra  2023 - Whiterock Ultra 50K,1017 M+,50 KM
5839,The Most Beautiful Thing 2023 - 50 Km,2830 M+,49.5 KM
5838,Ultra Scotland 2023 - Ultra Scotland 100,4500 M+,160.9 KM
5837,Trail Liège Métropole 2023 - 42 km,1400 M+,42 KM
5836,Centurion South Downs Way 100 2023,3800 M+,161 KM
5835,Race To The Stones 2023 - RTTS - 50km Day 1,775 M+,50 KM
5834,Kuman100 2023 - 100mile,5450 M+,164 KM
5833,Valašský Hrb 2023 - 20 km,562 M+,20 KM
5832,Hounslow Classic 2023 - Hounslow Monster (42km + 16km),2875 M+,58 KM
5831,Run the Ridge 2023 - Run the Ridge 20 km,660 M+,20 KM
5830,"Jesenický maraton 2023 - Salomon, Jesenický půlmaraton",710 M+,22.6 KM
5829,Trail des Dents du Midi 2023 - Ddm Trail 57K,3900 M+,59 KM
5828,Adidas Terrex Skytrail 2023 - 21K,1365 M+,22.6 KM
5827,Grand Trail Des Lacs Et Chateaux Summer Edition (GTLC) 2023 - GT160,6770 M+,163.9 KM
5826,Var Verdon Trail Canyon 2023 - TRAIL VAUMALE GRAND MARGES,1242 M+,17 KM
5071,TRAIL DE VULCAIN 2023 - Ultra Volcanique,2970 M+,80 KM
5825,Chicamocha Canyon Race 2023 - 100 MILLAS CHICAMOCHA CANYON RACE,7094 M+,171 KM
5824,Făgăraș Rocks! 2023 - Fagaras Rocks! - Berivoi Race,1350 M+,20 KM
5823,SANTA MARIA TRAIL 2023 - SMAT18,1005 M+,18 KM
5822,Trail du Grand Sénonais 2023 - LE PETIT SENON,230 M+,19.3 KM
5821,Rýchlik Zoška Bratislava 2023 - 50k,1480 M+,49.8 KM
5820,TUTAN Transmantiqueira UT Agulhas Negras 2023 - TUTAN Transmantiqueira UT Agulhas Negras 2023 - #GUATAKANGÁ  - 42k,1793 M+,42 KM
5819,Dales High Way Ultramarathon 2023 - Dales High Way + High Cup Nick,5057 M+,165.9 KM
5818,LES VOSGIRUNNERS TRAILS NATURE 2023 - GRAND DÉFI DES VOSGES,1500 M+,42.8 KM
5817,Trails du Besso 2023 - Trail du Besso 56K,4400 M+,49.8 KM
5816,Devon Coast to Coast 2023 - Devon Coast to Coast Ultra,4550 M+,177.8 KM
5815,La Chouffe Trail 2023 - La Chouffe Trail 50km,1280 M+,50 KM
5814,Ultra Trail Causses et Vallées Lot  Dordogne 2023 - L'INTEGRAL TRAIL,4500 M+,183 KM
5813,KING OF KEMENSAH TRAIL 2023 - KING OF KEMENSAH TRAIL 2023 - 50KM,1775 M+,50 KM
5812,Beskydy Trail 2023 - Shlyakh Pilihryma,1300 M+,23.9 KM
5811,CILAOS WOMEN TRAIL 2023,1073 M+,19.7 KM
5810,"The Fox Trail 20K, 41K & 62K   2023 - 20K",203 M+,20 KM
5794,DESAFIO DAS SERRAS - Parque Estadual Campos do Jordão 2023 - 23km,1059 M+,23 KM
5793,Ecotrail Genève 2023 - 20KM - Fast and Curious,626 M+,19.5 KM
5790,Wildstrubel by UTMB 2023 - Wild 70,4600 M+,70 KM
5789,Pacifik Trail 2023 - 21 Km,1528 M+,20.5 KM
5782,Fest'Trail Causses & Rougier 2023 - Le prologue,350 M+,8 KM
5781,Sinister 7 Ultra 2023 - Sinister 7 Ultra 50K,2255 M+,50.1 KM
5780,Isfjorden Skyrace 2023,1900 M+,23 KM
5779,Kusam Klimb 2023,1542 M+,23 KM
5778,Mattmark Memorial 2023 - 8K Seerunde,90 M+,8 KM
5777,MEDIEVAL TRAIL RACE 2023 - MEDIEVAL TRAIL RACE 20KM,956 M+,20 KM
5776,PELISTER UNIQUE TRAIL MARATHON 2023 - NEOLICA TRAIL,1300 M+,23 KM
5775,Sierra Andina - Churup Trail 2023 - CHURUP TRAIL 15K,1239 M+,15.5 KM
5774,Ultra Race  2023 - Ultra Race 80k,4290 M+,80 KM
5773,Dorset Ooser 2023 - Dorset Ooser Marathon,850 M+,44.7 KM
5772,WTR Campos do Jordão 2023 - WTR Campos do Jordão - ULTRA 50K,2324 M+,50 KM
5771,EL RETORNO TRAIL NIGHT RACE 2023 - EL RETORNO TRAIL NIGHT RACE 16K,800 M+,15.9 KM
5770,GTPE-PICOS DE EUROPA 2023 - GTPE 22KM,1500 M+,23.5 KM
5769,Centurion Chiltern Wonderland 50 2023,1750 M+,80.7 KM
5768,IKOMA Nature Trail 2023 - 45km,1480 M+,44.9 KM
5766,Kailas Perak Ultra 2022 2023 - THE MAJESTIC LENGGONG ULTRA  - 50KM,1484 M+,50 KM
5764,Grenoble Vizille 2023 - Trail 20km,460 M+,18.8 KM
5763,Maraton Wydminy 2023 - Legendarny Półmaraton,70 M+,21 KM
5762,Trail Des Balcons d'Azur 2023 - TBA,2220 M+,44.9 KM
5757,Trail des Hauts Forts 2023 - Relais des contrebandiers - Relais 2,1840 M+,22.6 KM
5755,Mossarun 2023 - Mossarun 24h/50miles,1950 M+,85 KM
5751,Ripon Stinger 2023 - Ripon Stinger Trail Half Marathon,225 M+,23 KM
5749,Sulphur Springs Trail Race 2023 - Sulphur Springs Trail Race 20k,490 M+,20 KM
5748,Var Verdon Trail Canyon 2023 - TRAIL ESTRUGUETTES GRAND MARGES,1457 M+,23 KM
5747,Thracian Ultra 2023 - Gela Run,1160 M+,21.2 KM
5746,Trail des 4x1800 2023 - Le Trail des 4x1800 Relais,2000 M+,32 KM
5745,TENERIFE BLUETRAIL 2023 - Mediatrail,1107 M+,23.6 KM
5744,Trail des 4x1800 2023,2000 M+,32 KM
5743,Freaky Creeky 2023 - Freaky Creeky 54 miler,3005 M+,87.9 KM
5742,Buila Trail Race 2023 - Buila 33K,2550 M+,33.5 KM
5741,Trail des Forts de Besançon 2023 - 21km,710 M+,21 KM
5740,gokayama sefuri spiral trail 2023 - SOLO3,6000 M+,96 KM
5739,Trail 2 Heaven 2023 - Trail 2 Heaven - 51K,2700 M+,51.2 KM
5738,Trail du Vignoble Nantais 2023 - Trail du Vignoble,770 M+,45 KM
5737,Surf Coast Century 2023 - 100 Km Solo,1820 M+,98.3 KM
5736,Trail Drome 2023 - Trail Drôme 46 km,2500 M+,46 KM
5735,Adventure Race Tandil 2023 - Tandil Equipos,993 M+,28 KM
5734,TRAIL DES PYRAMIDES NOIRES 2023 - Trail de Pyramides Noires 22,230 M+,21.7 KM
5733,Marathon du Mont-Blanc 2023 - 23 Km du Mont-Blanc,1590 M+,23.6 KM
5732,Adventure Race Tandil 2023 - Tandil Individual,993 M+,28 KM
5731,4º Trail Run Aqui Há-Os  2023 - 17k,900 M+,17 KM
5730,Pacifik Trail 2023 - 42 Km,2900 M+,43 KM
5729,Highland Kings 2023,4839 M+,194 KM
5728,Vadrózsa teljesítménytúra 2023 - 50,2015 M+,51.9 KM
5727,SAN VICINO MARATHON 2023 - SAN VICINO TRAIL,1350 M+,21 KM
5726,High Scardus Ultra 2023 - High Scardus Ultra 2023 - Eagle Ultra 52km,2400 M+,52 KM
5725,TRAIL NATURA SIOULE 2023 - les landes de Péraclos,600 M+,20 KM
5724,Peak District Challenge 2023 - Gold Ultra 100 Km,3178 M+,105 KM
5723,DESAFIO LPTR ETAPA PINDAMONHANGABA/SP 2023 2023 - Half Marathon Vertical Trail 21km,1890 M+,21 KM
5722,KAT100 by UTMB® 2023 - Speed Trail,1640 M+,24.2 KM
5721,Wildstrubel by UTMB 2023 - Wild 110,6600 M+,113 KM
5720,Grand Trail Des Lacs Et Chateaux Summer Edition (GTLC) 2023 - GT20,890 M+,21.3 KM
5719,Ultra Trail Cote d'Azur Mercantour 2023 - UTCAM - 50km,4170 M+,52 KM
5718,Trail de la Cité de Pierres 2023 - 10KM,500 M+,10 KM
5717,Hg ULTRA TRAIL Idrija 2023 - Bergmandlc,1410 M+,27 KM
5716,U.A.I. Ultramaratona Dos Anjos Internacional 2023 - 55km,1616 M+,55 KM
5715,Schlegeis 3000 SKYRACE 2023 - SKYRACE,2300 M+,34.7 KM
5714,Bariloche100 2023 - Bariloche100 100k,4200 M+,100 KM
5713,ARDECHE TRAIL - LA VOIE ROMAINE 2023 - La Voie Romaine - 20km,850 M+,20 KM
5712,Otley High Views Trail Race & Ultramarathon 2023 - Otley High Views 34 Mile Ultramarathon,1457 M+,55 KM
5711,Verghereto Trail  2023 - Verghereto Trail,1700 M+,28.2 KM
5710,Bansalan Ridge Running 2023 - Bansalan Ridge Running 12km,1057 M+,12 KM
5709,Mega Meyboom Trail Brussels (MTB) 2023 - MTB 52km,1040 M+,52 KM
5708,UTX by HOKA - Atitlan 2023 - UTX by HOKA - 21k,1848 M+,20.8 KM
5707,BUT VAL FORMAZZA 2023 - BUT - Bettelmatt Trail,3150 M+,57 KM
5706,ULTRA TRAIL SAVINJA 2023 - GREEN COURSE 53 km,3230 M+,53 KM
5705,Trail du Grand Ballon 2023 - 22km,1030 M+,21.9 KM
5704,Brisbane Trail Ultra 2023 - Ultra 60 km,2060 M+,61.7 KM
5703,Baneasa Forest Run 2023 - Semimaraton,277 M+,21.2 KM
5702,Trail des Violettes 2023 - Trail 12,250 M+,12 KM
5701,Trail Godefroy | Bouillon 2023 - 54km,2110 M+,54 KM
5700,Bariloche100 2023 - Bariloche100 12k,650 M+,12 KM
5699,Salming Idre Fjällmaraton 2023 - Björnens Stig 28 km,900 M+,28.9 KM
5698,Trail Rubicone 2023 - Trail Rubicone - Long,1000 M+,22 KM
5697,MANTRA116 2023 - MANTRA116 - 60K,4500 M+,64 KM
5696,gokayama sefuri spiral trail 2023 - SOLO5,10000 M+,160 KM
5695,Grand Raid du Guillestrois-Queyras 2023 - Le Trail des Crêtes,4100 M+,65 KM
