race_id,race_title,race_distance,race_elevation
9021,Cotswold Half Way 2024,2077 M+,76 KM
9019,Jordan Running Adventure Race 2024 - 100 km en 3 étapes,1002 M+,100 KM
9018,Snowdon Ultra 2024,3880 M+,76 KM
9016,"TRAIL DES FOULEES BEAUJOLAISES ""In Fleurie"" 2024 - LE MAGNUM",320 M+,9 KM
9014,CROSS KAMPINOS 2024 - Marathon 42km,100 M+,42 KM
9002,KAT100 by UTMB® 2024 - Speed Trail,1650 M+,25 KM
8995,Trail de Chimay 2024 - Trail de Chimay 24km,580 M+,24 KM
8990,RUTA DEL HIELERO 2024 - 40K ÚLTIMO HIELERO,2229 M+,42 KM
8967,South West Coast 50 2024 - 25 KM LOOP,250 M+,25 KM
8961,MIUT® - Madeira Island Ultra-Trail® 2024 - MIUT 115,7090 M+,116 KM
8959,Freaky Creeky 2024 - Freaky Creeky 54 miler,3005 M+,87.9 KM
8955,3 Peaks Mountain Race 2024 - The 3 Peaks 26km,1350 M+,26 KM
8942,Trail des Cabornis 2024 - Trail des Cabornis - 13km,500 M+,13 KM
8939,Whiskey Basin 2024 - 91 Km,1822 M+,90.1 KM
8938,Gorge Waterfalls 2024 - 100K,3312 M+,98.9 KM
8924,TRAIL VALL DE RIBES 2024 - 16K-TRAIL VALL DE RIBES,1100 M+,16 KM
8922,Hg ULTRA TRAIL Idrija 2024 - Laufar,2845 M+,50 KM
8914,SuperTrail Du Barlatay 2024 - Trail du Barlatay,2900 M+,50 KM
8717,Korea 50k 2024 - 22Km,1740 M+,21.7 KM
8716,Jarní ŠUTR 2024 - ŠUTR 54,1500 M+,54 KM
8715,Trail des Cabornis 2024 - Trail des Cabornis - 25km,1200 M+,25 KM
8714,El Paso Austral- Utra Trail 2024 - El Paso Austral 25K,950 M+,25 KM
8712,Champa Ultra Race Petzl 2024 2024 - 26K MOTIVACIÓN,1390 M+,26 KM
8710,Salomon Hengill Ultra Trail 2024 - Hengill Ultra Trail 53K,2183 M+,53 KM
8709,Valašský Hrb 2024 - 50 km,1913 M+,55 KM
8708,Fruška Gora Trail 2024 - TRAINEE SOUTHERN TRAIL,898 M+,22 KM
8704,2024 The 2nd Global Business School Cross Country Carnival 2024 - UTMF 40km Team,1846 M+,40 KM
8703,2024 The 2nd Global Business School Cross Country Carnival 2024 - UTMF 40km Solo,1846 M+,40 KM
8702,SWISS CANYON TRAIL 2024,2632 M+,53 KM
8700,Horský maratón bratstva 2024 - HMB42: JARNÝ MARATÓN,1133 M+,42.2 KM
8698,Patou Trail 2024 - MARATHON,3450 M+,42 KM
8695,Luchon Aneto trail 2024 - ULTRA LAT,3200 M+,70 KM
8694,Nestru Ultramarathon 2024 - Su Zurfuru Fast Trail,523 M+,14 KM
7903,Ultra Zarand Everesting+ 2023 - 10K,10450 M+,193 KM
7898,Ultimate Trails of Penang 2023 - UToP 100 Miles,9840 M+,171 KM
7895,North Coast 110 2023 - North Coast 110M,5570 M+,174.8 KM
7879,Chengdu Trail 2024 - Chengdu 160,8930 M+,160 KM
7884,Tour de Tirol 2023,3990 M+,75 KM
7878,Dalmacija Ultra Trail 2023 - RIVER DUT,890 M+,16.3 KM
7866,LKL-DMT Mountain Trails 2024 - BKL20-2024,1227 M+,20 KM
7877,Churonita Trail 2024 - Churonita Trail 8k,1100 M+,8 KM
7869,Houffatrail 2024 - Houffa Trail 20km,530 M+,19.6 KM
7876,The Ultra-Trail Huangshan Xihong 168 spring 2024 - 168km,6843 M+,161.6 KM
7875,"GotRun Trail Fest 2024 - ""DUBBLE"" 100 miles",1174 M+,161.7 KM
7858,ROC'N TRAIL COMIGNE 2023,600 M+,15 KM
7857,Alpin Trail De Pichauris 2023 - Alpin Sport,730 M+,16 KM
7840,Tarawera Ultra-Trail by UTMB® 2024 - T102,2680 M+,104.6 KM
7815,KHAO KRADONG TRAIL 2023 - 13K Trail,217 M+,13 KM
7811,Tryavna Ultra 2023 - 150,6430 M+,152.5 KM
2736,North Sea Ultra - Sylt 2022 - North Sea Ultra,210 M+,111 KM
7776,Bukit Lagong Challenge 2024 - Bukit Lagong Challenge 36,2430 M+,36 KM
7885,GUANGZHOU 100 ULTRA TRAIL RACE 2024 - 100KM-GZ100,4432 M+,103.6 KM
2735,msg Maraton Apuseni 2022 - HALFMARATHON,1000 M+,21.3 KM
7771,24h G8 of UTMG 2023 - 10h G3,2670 M+,24 KM
2732,CAMPEONATO TRAIL RUNNING URUGUAY 2022 - 50K,2290 M+,46 KM
7767,Amancer trail camp 2023 - Amanecer trail camp VIVE parejas,1400 M+,25 KM
7763,Trail del Cinghiale 2023 - Trail del Cinghiale 100,5810 M+,101 KM
7760,Piccolo Trail delle Bregonze 2023,820 M+,21.5 KM
7856,Bükki Kilátások 2024 - Hard,2520 M+,66.5 KM
7916,Cajibio Trail Run 2023,1050 M+,21 KM
7805,La Trace des Maquisards 2024 - Trace des Maquisards 25 km,1200 M+,28 KM
7801,Gran Trail dell'Etna 2023 - Trail della Galvarina,610 M+,18.7 KM
7799,Tour Des Alpages 2023,860 M+,16.8 KM
7798,AREZZO WILD TRAIL 2023 - WILD TRAIL,1100 M+,22 KM
7797,Ultrabug 2023 - Ultrabug 100km,4250 M+,100 KM
7795,Vibram Ultra Trail Lago d'Orta 2023 - Vibram-UTLO 21km,980 M+,21.1 KM
7794,Elephant Trail Race 2023 - 160 Km (100 Mile),8650 M+,163.2 KM
7792,Chester Ultra 50 2024,770 M+,90 KM
9000,Minami-aso caldera Trail 2024 - 50km,2600 M+,50 KM
8999,Mt. Hiei International Trail Run 2024 - 23km,1430 M+,22.7 KM
8993,Brooks Outdoor Trail Ultra 2024 - 43K,1200 M+,43 KM
8991,Ultra Trail Chic-chocs 2024 - Le marathon du Mont-Albert,2070 M+,44.8 KM
8980,Trail des Pangkor 2024 - Pangkor30,1690 M+,30.7 KM
8975,West Highland Way Race 2024,4360 M+,156.7 KM
8675,Runfire Salt Lake Ultra Trail 2024 - 100 Mile,1600 M+,159.9 KM
8132,Österlen Spring Trail 2024 - ÖST Ultra 60km,1140 M+,60.7 KM
8130,SKY RACE PIKEY PEAK 2023 - SKY RACE PIKEY PEAK 50,4397 M+,54 KM
8129,TRAIL UMBRÍA LA PLANA 2024 - SPPED TRAIL,848 M+,10 KM
8128,Drielandenpunt Trail 2024 - Drielandenpunt Trail 10km,280 M+,10.4 KM
8105,International Mountain Relay - Kudowski Running Festival 2024 - 75km,3420 M+,74.1 KM
8103,Mount Yun by UTMB 2023 - DMY100K,4356 M+,96.8 KM
8096,LINZ24 DONAUTRAIL 2024 - LINZ55,1700 M+,55 KM
7880,La Romagnatoise 2024 - La ronde des plateaux,1450 M+,37 KM
7914,Manjushree Trail Race 2023 - MTR 24 KM,1876 M+,24 KM
7904,Ultra Zarand Everesting+ 2023 - 8848M,9250 M+,172 KM
7912,Dalat Ultra Trail 2024 - DUT2024 - THE STAR,5366 M+,118.5 KM
7911,BRUT BARILOCHE RUNNING ULTRA TRAIL 2023 - BRUT  32K 2023,2080 M+,32 KM
7882,100 Miles Sud De France 2023 - Grande Traversée,5409 M+,95 KM
7859,Trail des Mouflons 2024 - Grand Mouflon,1300 M+,43 KM
7863,TRAIL ULTRA MUNTANYES COSTA DAURADA 2024 - Utmcd - 66KM,3400 M+,66 KM
7772,Trail Monte San Giorgio 2023 - Short Trail Monte San Giorgio,890 M+,14.7 KM
7766,Tamba 100 Adventure Trail 2023 - 100K,9600 M+,103 KM
7765,Ultribe Paderu 2023 - Ultribe Paderu - 25K,1330 M+,25 KM
7868,The Ultra-Trail Huangshan Xihong 168 spring 2024 - 200km,9200 M+,200 KM
7890,Winter Downs 200 2023,6800 M+,320 KM
7762,Doi Inthanon by UTMB 2023 - PALACE 20,1290 M+,25 KM
7748,Trail Karpatia 2023 - Crazy,8520 M+,116 KM
7741,Valmaremola Trail ed.12 2024 - Val Maremola Trail Ultra ed.1,2500 M+,53 KM
7768,Zimowy Półmaraton Gór Stołowych 2024 - 31 RUN,1230 M+,31.2 KM
7761,La Trace des Maquisards 2024 - Marathon des Maquisards 42 km,1700 M+,41 KM
7852,MaxiCross 2024 - 42 km,1800 M+,43 KM
7733,MERAPOH RAINFOREST TRAIL  2023 - Merapoh Rainforest Trail 2023,2949 M+,164 KM
7721,Dam Yeti 50/50 2023 - Dam Yeti 50K,574 M+,50 KM
7720,Lower Silesian Mountain Runs Festival 2023 - SUPER TRAIL 130 km,3880 M+,130 KM
7719,Roller Masters Trail 2023,1500 M+,25 KM
7716,信州松代ラウンドトレイル 2023 - Shinshumatsushiro Round Trail - 信州松代ラウンドトレイル（36km）,2120 M+,36 KM
7892,Cuesta X Trail 2023 - CXT-13,250 M+,13 KM
7887,Chota Trail 2024 - 30km  CHOTA CAÑON,3423 M+,33.6 KM
7854,La Trace des Maquisards 2024 - Trace des Maquisards 100 km,4450 M+,100 KM
7853,DYNAFIT  ANDORRA TRAIL 2023 - DYNAFIT ANDORRA TRAIL #lapalomera,1200 M+,17 KM
7851,"Puesco Trail 2024 - Puesco Trail 7,5k",300 M+,7.5 KM
7849,Trail de Digne les Bains 2023 - Trail de Digne-les-Bains,1013 M+,17 KM
7847,ULTRA TRAIL GRAN SASSO - UTGS 2023 - ULTRA TRAIL GRAN SASSO - UTGS,6820 M+,108.8 KM
7846,Mt. APO Sky & Vertical Race 2023 - 10km,300 M+,10 KM
7844,LA LANDSBERG 2023 - LE MOYEN,550 M+,16 KM
7841,Les Lumières de la Muzelle 2024 - Le Semi-marathon des Lumières de la Muzelle,780 M+,21 KM
7731,The Arctic Triple Lofoten Ultra-Trail® 2023 - 100 Miles,7046 M+,165 KM
7728,Les Lumières de la Muzelle 2024 - Le Marathon des Lumières de la Muzelle,1870 M+,42 KM
7726,Chota Trail 2024 - CHOTA 75KM   COANGUE,5200 M+,73.2 KM
7713,The North Face® Malaysia Mountain Trail Festival 2023 - Vertical Kilometer (VK),1000 M+,5 KM
7712,Kiss Péter Emléktúra a Mátrában 2024 - 57 km,2890 M+,56 KM
7711,Rio Del Lago 50K Endurance Run  2023,550 M+,50 KM
7701,Houffatrail 2024 - Houffa Trail 50km,1465 M+,50.4 KM
7700,HAMUGAWAY TRAIL RUN 2023,780 M+,32 KM
2731,The APE 2022 - 22km,1070 M+,21.8 KM
2729,Trail des Hauts Forts 2022 - TRAIL DES MINES D'OR,1820 M+,22.9 KM
8676,Quito by UTMB 2024 - 82K Oso,4770 M+,76.5 KM
8674,Nízkotatranská stíhačka 2024,5640 M+,98.5 KM
8669,Trail Du Petit Ballon 2024 - MARATHON DU PETIT BALLON 42 KM,1346 M+,42.7 KM
8668,Desafio Vertical 0/947 2024 - DV Curto,1010 M+,16.6 KM
8133,ULTRA MEDITERRÀNIA. TERRES DE TRAIL 2024 - ULTRAMEDITERRÀNIA. PRO 166K,8140 M+,166 KM
8131,Montane Arctic Spine Races 2024 - Montane Arctic Spine  Spine,11000 M+,472 KM
8126,Pels Camins Dels Matxos 2024,3140 M+,62.6 KM
8120,Nestru Ultramarathon 2024,3500 M+,64 KM
8117,Cursa 4 Termes 2024 - Trail,1200 M+,23 KM
8110,King of the Mountain (KOTM) - Mount Ugo Marathon (MUM) 2024 - 13 km,680 M+,12.6 KM
8109,Feleacu Running Hills 2024 - Trovanti 9k,420 M+,9 KM
8106,La Romagnatoise 2024 - Romagnatorix,440 M+,13 KM
7891,GRAN TRAIL PEÑALARA  2023 - GRAN TRAIL PEÑALARA RELEVO1,2400 M+,57 KM
7867,King of the Mountain (KOTM) - Mount Ugo Marathon (MUM) 2024 - 47 km,2810 M+,40.4 KM
7850,Champa Ultra Race Petzl 2024 2024 - 70K LONG TRAIL,4163 M+,70 KM
7845,Lower Silesian Mountain Runs Festival 2023 - K B L - 110 km,3670 M+,110 KM
7848,Eiger Ultra-Trail® by UTMB 2023 - Kids race,100 M+,0.3 KM
7698,la Bageschnell 2024,480 M+,12 KM
7696,Chongqing Trail Running Challenge 2023 - 黄葛晚渡 35K,1849 M+,32.6 KM
7915,Ceven'Trail 2024 - Trail aux étoiles 63 Km,2500 M+,63 KM
7907,Naszály Trail 2023 2023 - Naszály Trail S 11km,351 M+,11 KM
7913,yuepan outdoors yushan light trail race 2023 - 10km,540 M+,10.2 KM
7901,Mons Ultra Trail 2023 - Mons 12k,700 M+,13 KM
7695,Dark45 2023 - Light16,1164 M+,15.9 KM
7870,King of the Mountain (KOTM) - Mount Ugo Marathon (MUM) 2024 - 5 km,250 M+,4.5 KM
7692,LA VARA TRAIL 2023 - HALF MARATHON,1300 M+,23 KM
7691,Bukit Lagong Challenge 2024 - Bukit Lagong Challenge 60,4050 M+,60 KM
7690,ORSA PRAVELLO TRAIL 2023 - ORSA PRAVELLO TRAIL (Trincea),1000 M+,16 KM
7687,AlUla Trail Race 2024 - AlUla Oasis 10km,90 M+,10.2 KM
7686,Eiger Ultra-Trail® by UTMB 2023 - E250 - UNESCO Trail,14530 M+,251.5 KM
7906,V Trail  2024 - V32,1302 M+,32 KM
7860,Team Jegol Runners 2023 - SC70,730 M+,15 KM
7900,Meerdaalwoudtrail 2023 - Meerdaalwoud Trail 44km,580 M+,44 KM
7862,Zimowy Półmaraton Gór Stołowych 2024 - Winter Halfmarathon,940 M+,20.4 KM
7842,Xtreme Race by Salming 2023 - XTREME RACE 17K,740 M+,17 KM
7684,Trail CMP Concello de Arteixo 2023 - Corto,850 M+,15.5 KM
7680,4TRAIL - SERRA DO CRUZEIRO  2023 - 4TRAIL - SERRA DO CRUZEIRO,185 M+,6 KM
7032,Brisbane Trail Ultra 2023 - Trail 10km,290 M+,10.3 KM
8985,OTSO Travessa d'Encamp 2024 2024 - TRAVESSA 42K,3185 M+,42 KM
8984,Legends Ardennes Trail 2024 - Legends Ardennes Trail 100 KM,3000 M+,107.5 KM
8899,CM6 2024 - CM2,2560 M+,37.6 KM
8706,Subcarpati Trail Run 5 2024 - Maraton 42k - Subcarpati Trail Run,1800 M+,42 KM
8705,15 Circular de Tejeda 2024 - Circular Larga,4016 M+,55 KM
8701,BLACK MOUNTAINS TRAIL RUNNING CHALLENGE 2024 - MARATHON,1973 M+,41.7 KM
8699,Kernave Trail  2024 - Trail Marathon,1000 M+,42 KM
8697,VI DESAFIO GALAYOS 2024 - 55K DESAFÍO GALAYOS GREDOS 2024,4190 M+,55 KM
8696,TRAIL VALL DE RIBES 2024 - 23K,1900 M+,23 KM
8692,DECATHLON Persenk Ultra 2024 - DECATHLON Wild Boar Ultra,4621 M+,115 KM
8691,2T2M 2024 - 2T2M by Night,900 M+,23.1 KM
8689,HOKA Canyons Endurance Runs by  UTMB® 2024 - 25K,845 M+,23.6 KM
8687,Trail de Primavera Confrides 2024 - MARATON,2700 M+,43 KM
8686,La Chouffe Trail 2024 - La Chouffe Trail 70km,1800 M+,70 KM
8685,Lakes Trail Festival 2024 - LAKES70,252 M+,70 KM
8684,Ultra Trail Grand Ballon 2024 - 80km,4133 M+,80 KM
8677,albside - Up The Hill 2024 - UTH25,1250 M+,25.9 KM
8672,TERRITORIO MENTIRAS 2024 - MEDIA MARATÓN (TERRITORIO MENTIRAS),1400 M+,26 KM
7974,La Romagnatoise 2024 - L'assaut de Gergovie,1020 M+,26 KM
7973,Cluj EcoTrail UltraMarathon  2023 - Cross 14k,450 M+,14 KM
7966,Trail D2B 2024 - Marathon des Plages,350 M+,37.5 KM
7960,Kangas Mountain 2024 - Maxi Trail,3900 M+,58 KM
7959,TRAIL DEL MARGANAI 2024 - Trail del Marganai 95 Km,4600 M+,95 KM
7958,3 Días Trail Ibiza-Ultra Ibiza 2023 - 1/2 Maraton 3 días Trail ibiza,1930 M+,44 KM
7953,Costa Blanca Trails 2023 - Gran Trail Costa Blanca 103K,5900 M+,103 KM
7950,3 Días Trail Ibiza-Ultra Ibiza 2023 - Maraton 3 días Trail Ibiza,2730 M+,64 KM
7944,EL PRIVILEGIO 100 MILLAS 2023,2746 M+,174 KM
7939,U.A.I. Reverse  2023 - 180km,4558 M+,180 KM
7938,Les Lumières de la Muzelle 2024 - Le 10km des Lumières de la Muzelle,230 M+,10 KM
7934,MaxiCross 2024 - 30 Km,1250 M+,30.5 KM
7933,Costa Blanca Trails  2023 - Gran Trail Costa Blanca Relevos X 2 - Tramo 2,2120 M+,49.8 KM
7871,Trail des Calanques 2024 - Parcours Sugiton,2120 M+,38 KM
7886,X-Treme Run Gramado 2023 - X-Treme Run - Media 12k,580 M+,13.5 KM
7873,Roller Masters Trail 2023 - Mini Roller Masters Trail,800 M+,14 KM
7644,AlUla Trail Race 2024 - Elephant Rock Trail 20km,423 M+,22 KM
7575,Cabaran Gunung Rajah 2024 - CGR30 Extreme,2100 M+,27.5 KM
7574,Vouga Trail - Sever do Vouga 2024 - Vouga Trail Curto,730 M+,19.6 KM
7572,Cross Mountain and Sea 100 Kilometer trail run 2023 - 2023 Cross Mountain and Sea 100 Kilometer trail run,4013 M+,103.9 KM
7571,La Pota Roja 2023 - Maratón La Pota Roja,1925 M+,42 KM
7897,EPIC  PATAGONIA 2024 - EPIC PATAGONIA 70km,3592 M+,67 KM
7896,UTM MERLO TRAIL ULTRA 2023 2023 - UTM 15K MOTIVACION,700 M+,15 KM
7843,Amancer trail camp 2023 - Amanecer trail camp ACTITUD Parejas,800 M+,13 KM
7675,The 3rd SALOMON Guangfu Mountain Trail Challenge in 2023 2023 - The 3rd SALOMON Guangfu Mountain Trail in 2023,1800 M+,35 KM
7661,MUNTANYES DE PRADES EPIC TRAIL COSTA DAURADA 2023 - 25K ERMITA DE L'ABELLERA,1300 M+,25 KM
7660,Sierra Andina - Chavin Trail 2023 - Chavin Trail 22K,1380 M+,22.7 KM
7655,Houffatrail 2024 - Houffa Trail 65km,1880 M+,65 KM
7653,NONO TRAIL RUN 2023 2023 - 12K MOTIVACION,262 M+,12 KM
7652,K42 ITALIA 2023 - K15 Terminillo,1210 M+,14.8 KM
7651,St Off en Trail 2023 - Speed Trail des Coteaux - STC 10,460 M+,10 KM
7646,Up Xic Trail 2023 - Up Xic Trail 25k,1270 M+,25.2 KM
7645,Trail du barrage 2023 - 18km,820 M+,18 KM
7628,Javelina Jundred 2023 - 100 Miles,1810 M+,159.2 KM
7624,PUÑALICA TRAIL RACE 2023,2 M+,25 KM
7618,Trail del Moscato 2023 - LA 100 KM DELLE LANGHE UNESCO - Magistra LangaRum,5300 M+,107 KM
7616,UTM MERLO TRAIL ULTRA 2023 2023 - UTM 30K COMPETITIVA,1700 M+,30.3 KM
7615,Baldo Trail Fest 2023 - Short Baldo,1400 M+,20 KM
7614,Centurion Wendover Woods 2023 - Centurion Wendover Woods 10,600 M+,16 KM
7612,Paraty By UTMB 2023 - Ultra-Trail Serra da Bocaina 130,4829 M+,107 KM
7611,Trail La Walheroise 2023 - La walheroise 50,2050 M+,50 KM
7609,TRAIL EVENT LES SAINT CYRIENNES 2023 - TRAIL DU LITTORAL,980 M+,28.1 KM
7600,Trail de la Passerelle 2023 - Trail de la Passerelle - Le Montagnès,1100 M+,20.3 KM
7599,Sparnatrail 2023 - P'tiot Sparnatrail,740 M+,33 KM
7597,Bodrum Half Marathon 2023,150 M+,21 KM
7595,Alpin Trail De Pichauris 2023 - Alpin Elite,1890 M+,33 KM
7594,St Off en Trail 2023 - Trail des Côteaux - TDC 18,1390 M+,18 KM
7593,Jurajski Festiwal Biegowy  2023 - JURA ULTRA 100,2008 M+,111 KM
7591,High Trail Vanoise 2023 - Balcons de Val,1030 M+,18.9 KM
7590,Trail des Sucs 2023 - Le Trail des 5 Sucs,1200 M+,35.6 KM
7589,Grindstone by UTMB 2023 - 100M,6401 M+,160 KM
7587,ATLAS MARATHON 2023 - TRAIL SIDI MOUSSA,720 M+,21 KM
7586,Sagalassos Sky Ultra 2023 - Vertical Kilometer,440 M+,4.3 KM
7585,ALTAR RETO TRAIL 2023 - 21K,1203 M+,21.7 KM
7582,TRAIL DES MAURES 2023 - ULTRA DES MAURES,4615 M+,102 KM
7581,Marcona Wind Trail 2023 - 100k,1430 M+,100 KM
7580,CATOUTE TRAIL 2023,1300 M+,19 KM
7579,Trail Dei Nebrodi 2023 - Trail di Mazzaporro,880 M+,20 KM
8116,COAST TO COAST NIGHT TRAIL ULTRA 2024 - CTC 30K,1086 M+,30 KM
8115,Les Courses du Mont-Terrible 2024 - 70 K (Trail de Calabri),3650 M+,70.5 KM
8114,Bariloche100 2024 - Bariloche100 50k,2250 M+,52 KM
8113,Sai Kung 50 2024 - 35km,1701 M+,35 KM
8112,Røsnæs Trail 2024 - Røsnæs Trail - 32km,750 M+,32 KM
8111,Highland Fling Race 2024 - 53 Mile Ultra Race,2208 M+,85 KM
8108,BRAMA STAGE RUN 2023 - BRAMA80K,4300 M+,78 KM
8107,Trail Cova da Bruxa 2024 - Trail Terras de Sestaio.,1200 M+,23 KM
8092,Festival Des Templiers 2023 - Endurance Trail,4228 M+,99.9 KM
8089,Black Mountain Trail ® 2024 - BLACK RACE,2300 M+,40 KM
8088,UTVV SLOVENIA Ultra trail Vipava Valley 2024 - 110 km - CENTURION,4800 M+,110 KM
8087,Huangshan huizhou trail race 2024 - 80km,3720 M+,75.9 KM
8078,Trail LA TRACE 2024 - LA MARATRACE,700 M+,42 KM
7570,Khao Lang Baan 2023 2023 - UTKB22,1080 M+,22 KM
7563,Garda Trentino Xmas Trail 2023 - Xmas Trail XS,750 M+,15 KM
7562,UTM MERLO TRAIL ULTRA 2023 2023 - UTM 45K TRAIL ULTRA,2250 M+,45 KM
7561,Grazalema Trail Nature 2023 - II Grazalema Trail Nature,1510 M+,26.2 KM
7558,Circuito Trilhas Urbanas - 5 Rios 2023 - Longa,394 M+,27 KM
7557,Nice Côte d’Azur by UTMB® 2023 - Saint-Jean-Cap-Ferrat - Nice 20k,700 M+,22 KM
7556,Ultra Comasagua (UTCOM) 2023 - UTCOM 22KM,988 M+,22.2 KM
7555,WUTONG MOUTAIN TRAIL GAME -Divine Beast of Six Moutains Series 2023 - 30km,1920 M+,30 KM
7554,Wienerberger Trail de Schorre 2024 - Wienerberger Trail de Schorre 20km,250 M+,20 KM
7552,Trail du barrage 2023 - 23km,1010 M+,23 KM
7551,North Bend Skyline 30k 2023,2011 M+,30 KM
7550,Cabaran Gunung Rajah 2024 - CGR 38k Extreme +,2800 M+,37.5 KM
7549,V Trail  2024 - V53,3290 M+,52 KM
7548,Salomon Ultra-Trail® Hungary 2023,4182 M+,111.1 KM
7547,Xtreme Race by Salming 2023 - XTREME RACE 34K,1548 M+,34 KM
7546,XeSkouriaZo Trail 2023 - XeSkouriaZo 24km,1200 M+,24 KM
7545,ULTRA TOUR DU MONT VENTOUX 2023,6800 M+,165 KM
7544,yuepan outdoors yushan light trail race 2023 - 5km,220 M+,5 KM
7543,Adamello Ultra-Trail® 2023 - A U T - Adamello Ultra-Trail®,11130 M+,168.9 KM
7542,DESAFIO PEDRA GRANDE DE QUATINGA 2023 - DESAFIO PEDRA GRANDE DE QUATINGA - 21K,1105 M+,21 KM
7541,Tour Du Nipalou 53km 2023 - Tour du Nipalou 21km,1000 M+,21 KM
7540,Inspira Eco Run CRC Chapecó 2023 2023 - Inspira Eco Run CRC Chapecó 2023 Percurso Curto,100 M+,5 KM
7538,Bagnoles Normandie Trail 2023 - Semi Maratrail,400 M+,22 KM
7536,Alpe Adria Snow Trail 2024 - Alpe Adria Snow Vertikal,1100 M+,8 KM
7535,EstrelAçor Ultra Endurance 2023 - Estrela Trail Longo,1350 M+,31.8 KM
7533,Trails du Tour du Canton 2023 - 20 Km,240 M+,20 KM
7532,La Chouffe Trail 2023 - La Chouffe Trail 24km,620 M+,24 KM
7531,Vibram Ultra Trail Lago d'Orta 2023 - Vibram-UTLO 34km,2000 M+,34 KM
7529,Ultra-trail Cape Town 2023 - Table Mountain 35,2090 M+,34.3 KM
2728,Ultra-Trail® Serra Da Freita 2022 - Mini-Trail,700 M+,15 KM
7528,V Trail  2024 - V86,5470 M+,86 KM
7525,Brooks Run for the Wild 2023 - 25,617 M+,25 KM
7523,2023年四川省崇州市街子古镇第四届越野赛 2023 - 50KM组,3380 M+,50 KM
7522,S1 Trail La Corsa Della Bora 2024 - S1 Trail Half 21km,680 M+,21.1 KM
7521,Trail Dei Monti Simbruini 2023 - FTMS - Fast Trail dei Monti Simbruini,535 M+,12 KM
7520,Baneasa Forest Run 2023 - Semimaraton,277 M+,21.2 KM
7519,Montegelli Trail 2023 - Montegelli Trail - Long,1400 M+,25 KM
7518,Trail della Pizzuta 2023,1362 M+,22.7 KM
7517,Gran Trail dell'Etna 2023 - Gran Trail dell’Etna,1700 M+,42 KM
7516,KHAO KRADONG TRAIL 2023 - 25K Trail,310 M+,25 KM
7515,Mons Ultra Trail 2023 - Mons 50k,3130 M+,55.6 KM
7514,Roller Coaster Run 2023 - 23km Single Loop,916 M+,23 KM
7513,Trail Verbier St Bernard by UTMB 2023 - Verbier X-Plore,1700 M+,26 KM
7512,Manjushree Trail Race 2023 - MTR – 54 KM,3358 M+,56.6 KM
7511,TAIHU LAKE INFINITY TRAIL RACE 2023 - 无限挑战,2460 M+,44 KM
7510,UTM MERLO TRAIL ULTRA 2023 2023 - UTM 60K  ULTRA PUNTANO TRAIL,2600 M+,60 KM
7509,ULTRA-TRAIL GUARA SOMONTANO 2023 - TRAIL RIO VERO,1600 M+,30 KM
7508,Marcona Wind Trail 2023 - 21K,280 M+,21.3 KM
7507,Caravaca Trail Experience 2023 - Medium,1300 M+,23 KM
7506,QUAD DIPSEA 2023,2800 M+,45.7 KM
7505,THE JUMPING GORILLA MOUNTAIN ULTRA RUNNING CHAMPIONSHIP BURJ 2024 - GORILLA25KM,1620 M+,25 KM
7504,Rokko 24 peaks hunt 2023 - 45k,3880 M+,47 KM
2727,KAT100 2022 - KAT100 Speed Trail,1500 M+,24 KM
7503,Bagnoles Normandie Trail 2023 - Maratrail,700 M+,43.4 KM
7501,fuzhou  Kuliang trail race 2023 - 40KM,2460 M+,38 KM
7500,S1 Trail La Corsa Della Bora 2024 - S1 Urban,990 M+,29 KM
7553,Dirfis Trail Run 2023 - Iraios Athlos 30k,1506 M+,32.5 KM
7499,Trail de la Roche d'Oëtre 2023 - Trail de la Roche d'Oëtre - 39 km,1400 M+,39 KM
7498,Trail Masters Series - Wisdom Valley 2024 - 30K,1070 M+,30 KM
7497,LKL-DMT Mountain Trails 2024 - DMT69-2024,4778 M+,69 KM
7494,Ultra Trail Cote d'Azur Mercantour 2023 - UTCAM - 30km,2210 M+,29.2 KM
7493,UTRECHTSE HEUVELRUG ULTRA TRAIL WINTER 2023 - Utrechtse Heuvelrug Ultra (50km - Amerongen),450 M+,50 KM
2726,Ultra de Gredos 2022,4556 M+,81 KM
7490,Vouga Trail - Sever do Vouga 2024 - Vouga Trail Longo,1600 M+,36.5 KM
7489,LE HAVRE URBAN TRAIL 2023 - 12km,332 M+,12 KM
7488,S1 Trail La Corsa Della Bora 2024 - Terran Trail,1300 M+,39 KM
7487,Castellum Trail 2023 - Trail Longo,900 M+,25 KM
7484,Sowers Action Challenging 12 Hours 2023 - SOWERS CHALLENGING 12 HOURS - 26K Team,1035 M+,26.8 KM
7483,Trail de la Colline 2023 - L'expedi'Sion,900 M+,25 KM
7482,THE JUMPING GORILLA MOUNTAIN ULTRA RUNNING CHAMPIONSHIP BURJ 2024 - GORILLA50KM,3130 M+,50 KM
7480,ULTRA-TRAIL GUARA SOMONTANO 2023 - VUELTA A SEVIL,2600 M+,50 KM
7476,Sowers Action Challenging 12 Hours 2023 - SOWERS CHALLENGING 12 HOURS - 26K,1033 M+,26.8 KM
7475,adidas TERREX Chongli 168 Ultra Trail 2023 - ETC,1337 M+,31.1 KM
7474,Tuwaiq Trail Race 2023 - AlWadi Trail,80 M+,10 KM
